age,educationyears,sex,hoursperweek,incomeUSD
40,9,1,40,198579
35,5,1,40,32706
48,4,1,50,24796
63,9,1,20,37061
31,13,0,40,53229
36,12,1,45,41497
39,10,1,40,33208
24,9,0,40,48285
32,13,1,35,36344
46,1,0,40,25135
19,9,1,35,32228
30,10,1,40,36876
35,11,1,40,43275
23,13,1,55,42902
33,9,1,55,41361
25,9,1,40,49710
64,9,1,35,77192
18,9,0,20,26311
59,7,1,40,30129
45,9,0,40,36068
30,16,0,15,27035
24,3,0,40,45234
22,9,0,35,28655
49,10,1,56,181585
35,8,1,40,34984
48,14,0,40,49413
18,8,0,20,46126
35,10,1,40,28389
27,9,1,40,46101
28,13,1,60,38897
21,10,1,40,35303
26,10,0,50,30061
44,13,1,40,88348
39,9,1,40,29638
40,13,1,40,30944
70,13,1,35,92223
34,14,0,50,37909
34,12,1,40,45674
66,10,1,50,27791
40,9,1,40,38955
61,9,1,40,172449
59,4,1,40,39538
28,14,0,40,23937
47,9,1,40,168161
33,13,1,60,167681
18,7,1,20,25891
25,5,1,40,31791
22,10,1,20,46726
40,13,1,40,128674
68,9,1,25,44768
30,12,0,40,35623
73,4,1,99,54672
45,4,1,10,24537
23,7,1,35,29949
40,13,1,45,96555
39,13,1,40,91327
23,10,1,40,49398
51,9,1,40,33412
53,9,1,45,44490
24,13,1,35,37858
53,13,1,40,45802
49,16,1,60,20262
34,9,1,40,46723
37,9,1,47,47123
40,11,1,40,48397
23,10,0,6,45574
36,14,1,50,100877
35,13,0,40,20302
53,13,0,50,68562
42,10,1,65,108128
32,14,0,40,45554
33,9,0,65,41743
59,9,1,60,35844
36,10,1,44,39305
37,15,1,40,166488
31,10,1,45,30673
46,13,1,40,24811
44,13,0,38,21658
27,13,1,60,150854
29,9,1,40,38507
39,10,1,40,48451
62,9,1,65,32917
48,14,0,40,195905
42,9,0,25,26555
60,14,1,48,129287
35,13,0,40,39477
39,10,1,40,47530
34,12,0,36,24079
22,10,1,22,35516
18,9,1,40,26243
44,11,1,40,106780
44,9,0,40,41505
49,13,0,40,44054
21,9,1,50,37836
49,11,1,40,40885
52,7,1,40,22244
39,13,1,40,82512
23,13,1,40,48622
54,9,1,49,45442
31,9,0,25,21333
30,14,0,20,43884
21,10,1,40,30604
38,13,1,40,150461
51,10,1,40,125515
34,16,1,50,159048
22,13,0,30,32921
20,10,0,45,31859
26,13,1,55,36983
26,10,0,35,43992
41,10,1,40,130019
35,13,1,40,123318
27,10,1,40,23186
65,10,1,40,21338
31,7,1,65,29676
45,15,1,35,156131
37,12,1,50,157542
47,9,1,45,169348
47,12,1,50,121706
33,9,1,40,31209
40,6,1,40,26771
38,10,1,40,131526
21,10,1,40,33150
40,9,1,40,28427
33,9,1,55,39373
29,10,1,52,46527
41,10,1,35,29187
20,10,0,30,42596
20,10,1,54,45312
34,6,1,40,34288
78,13,1,45,192483
46,9,1,40,198492
40,11,1,40,133392
59,10,1,40,120051
23,9,1,40,37144
23,10,1,24,35103
47,10,1,30,37478
31,13,1,38,124286
42,10,1,56,73916
46,9,0,40,43377
29,9,1,44,27872
21,9,1,40,22853
55,9,1,40,199191
38,11,0,40,32742
44,14,1,40,34239
61,10,1,50,137133
38,13,1,40,30474
50,13,1,45,138179
53,14,1,40,135497
37,9,1,36,90883
49,14,1,45,157058
30,10,1,40,169094
19,11,0,40,37234
59,9,1,20,24203
43,13,1,40,42623
29,13,1,60,32606
49,15,1,45,35504
36,9,1,50,25896
26,7,1,32,38948
18,10,0,20,47393
60,10,0,15,22409
43,9,0,40,47709
42,9,0,40,31430
41,9,1,50,37263
55,14,1,40,168959
31,13,0,40,34907
20,10,1,40,21494
37,14,1,40,156927
51,10,1,55,38747
28,10,1,55,74239
24,11,0,40,44725
21,10,0,30,36513
21,9,1,50,26855
20,10,0,40,32350
35,9,0,45,33028
30,10,1,40,34095
44,9,1,30,34692
45,13,1,40,197048
42,6,1,40,47613
36,9,0,40,22482
32,13,0,40,29052
33,9,1,40,43387
27,5,1,32,42873
17,6,0,15,22722
45,9,0,40,27234
41,13,1,40,41743
19,10,0,35,46990
45,11,0,8,26843
41,16,1,70,88975
34,9,0,35,22233
33,13,1,60,66667
17,6,0,20,37482
51,13,0,60,27858
33,9,1,20,37024
23,10,0,18,25195
52,13,1,30,96857
36,10,0,32,45925
25,9,0,40,40504
38,10,0,20,40352
64,5,1,45,39501
42,14,1,40,50569
29,9,1,40,22568
26,13,0,38,28749
38,9,1,24,28820
24,6,1,30,32663
43,10,1,40,112189
38,6,1,40,172095
28,13,1,45,70037
18,10,0,25,45978
44,11,1,40,44818
81,9,1,18,29639
55,9,1,40,121837
52,7,0,40,48251
31,13,1,40,69151
35,9,0,40,46835
39,9,0,36,45186
27,9,1,40,26216
23,10,1,15,21421
26,7,1,50,35616
33,11,1,40,35807
39,10,0,40,25234
44,9,1,40,29660
38,9,0,40,34628
18,8,1,15,46344
54,9,0,15,26099
45,9,0,40,40504
43,14,1,40,106659
23,13,0,40,41018
37,10,1,40,33181
33,7,1,50,27617
45,13,1,50,178603
32,13,1,55,44978
47,4,1,40,24453
44,12,1,40,141877
22,9,1,40,30776
17,7,1,30,32318
64,16,1,60,104641
30,13,1,45,66516
51,13,1,70,72213
26,9,1,40,30719
31,10,0,40,25081
50,7,1,40,43543
18,10,1,10,39023
63,9,0,40,34079
48,11,1,43,129224
37,13,1,50,133226
51,9,1,28,38728
29,9,0,38,27362
69,14,1,25,31603
56,9,1,60,23792
26,13,0,40,34188
39,14,1,40,165566
42,9,0,22,25964
41,9,1,40,113250
45,9,1,40,57536
23,10,1,40,44981
29,13,1,50,50591
34,10,1,50,48298
31,13,0,20,74588
46,13,0,40,180537
46,9,0,25,32951
33,3,0,40,34414
46,11,1,40,21846
26,9,0,40,28378
49,13,0,50,46874
66,9,0,35,44327
55,9,0,40,112141
35,9,1,40,34405
27,10,0,40,37732
31,9,0,40,41159
47,10,0,16,33195
48,9,1,40,183867
27,10,0,56,39975
38,9,0,40,35643
27,9,0,40,44166
23,12,1,20,38948
17,8,1,15,47109
44,13,1,40,131133
26,9,1,48,44559
37,9,0,40,44211
49,13,1,55,199550
42,9,1,40,86307
26,13,0,40,29909
73,11,0,32,47106
44,10,1,40,34999
47,14,0,40,30195
28,10,0,20,33431
49,10,1,40,26676
17,9,0,20,25122
42,10,1,40,32714
30,6,1,40,35940
36,11,1,37,43717
53,13,0,40,47500
23,9,1,40,22207
35,9,0,40,46640
32,7,1,60,149530
39,13,0,50,175055
40,14,1,60,45879
28,10,1,40,25910
32,9,1,40,48718
42,10,0,40,26251
35,13,0,43,26475
35,8,0,40,25904
21,9,1,40,45332
71,4,1,40,116574
31,9,1,40,24638
25,10,0,40,20965
35,9,0,40,38602
24,9,1,25,42330
69,10,1,25,33210
35,14,1,40,68647
35,13,1,40,35384
42,13,1,50,71824
51,11,1,40,153951
48,9,1,44,32511
49,11,1,40,33667
53,12,1,99,20716
43,10,1,40,33843
53,13,1,40,76051
35,9,1,40,49870
36,9,0,40,21370
34,14,0,40,49413
48,10,1,40,65731
53,9,0,40,31091
37,10,1,40,42496
49,15,0,40,35814
30,10,1,40,42972
41,9,1,40,38334
25,10,0,40,45438
24,10,1,65,21942
34,9,1,40,20156
29,9,0,42,37649
23,13,0,45,27514
46,10,1,42,29541
20,10,0,15,24793
63,8,1,40,37411
40,14,1,50,37910
33,12,1,50,40487
24,10,0,40,36819
36,10,1,45,33616
25,9,1,40,21145
54,5,1,40,26546
50,13,1,50,34027
58,13,1,40,29857
17,7,1,20,47553
40,9,1,50,170600
27,13,1,40,40820
20,9,0,26,21474
22,7,1,35,46625
80,7,1,25,45603
52,9,1,45,42744
40,13,1,48,142186
48,6,0,48,38259
62,9,1,25,36168
32,12,1,42,130815
21,10,0,28,23874
58,13,1,40,162107
37,14,1,60,72228
29,16,1,35,164313
25,9,1,40,44746
26,10,1,40,31169
50,10,1,50,40431
30,13,1,40,57040
30,13,1,80,31803
59,9,0,10,41632
36,9,1,40,43748
37,14,1,50,64827
42,13,0,40,117027
34,13,1,45,94342
27,5,1,40,39971
39,13,1,50,57765
41,11,1,60,54205
34,13,1,70,68673
41,10,1,40,20353
50,10,0,40,40142
18,9,0,28,33043
23,13,0,15,23929
26,9,1,48,24407
38,10,1,60,122791
27,10,1,88,47425
21,6,1,40,48413
41,9,1,40,35660
42,12,1,35,49981
25,6,1,40,27166
43,13,1,40,116042
23,10,1,15,36254
40,13,1,40,71740
23,10,1,9,21582
18,7,0,20,23840
37,13,1,50,49877
58,5,1,40,24290
36,10,1,40,21740
36,12,1,40,127050
25,11,0,40,62188
62,13,1,40,93905
34,10,1,40,41545
27,13,0,36,41607
23,9,1,35,46263
55,9,0,40,30375
42,9,1,40,23586
22,9,0,38,25130
44,12,1,40,80108
42,10,1,40,29167
21,9,1,40,49087
25,12,0,45,35553
31,2,1,35,41637
42,10,1,38,44934
26,5,1,20,35993
62,10,1,98,103884
28,13,1,50,163195
34,14,1,40,42432
51,13,1,40,38179
45,14,0,45,170722
44,10,1,50,66700
47,4,1,10,37098
35,10,1,40,26541
46,4,1,40,21863
46,12,1,56,44846
46,13,1,53,157138
66,13,1,8,88672
34,9,0,20,38225
26,12,1,40,22415
29,9,1,40,166203
30,9,1,40,46188
23,13,0,40,33292
46,5,0,40,41614
44,6,1,40,48686
54,14,1,68,92092
54,4,1,60,31968
71,5,0,13,21150
51,8,1,45,22264
32,9,1,40,29930
75,9,0,14,23306
57,7,1,40,25857
34,5,1,40,20483
40,13,1,40,196178
21,9,0,40,33374
50,14,1,40,50781
32,11,1,44,25816
37,13,0,50,146682
19,4,1,99,31958
64,9,0,30,41443
17,7,1,20,42608
37,11,1,40,47696
32,10,1,45,29961
20,10,1,20,48284
39,16,1,40,163058
18,8,1,40,25708
42,14,1,50,112088
43,10,1,40,198293
42,13,1,55,149440
53,13,0,60,73182
52,9,1,40,30949
51,6,1,40,31342
77,10,1,8,45127
25,10,0,30,24472
38,10,1,40,35287
20,9,1,40,48104
23,9,1,30,41140
27,9,0,40,38104
19,7,0,40,33159
41,13,1,40,190883
47,10,1,40,48786
72,13,0,7,43960
42,14,0,40,46705
36,13,1,40,98081
42,14,1,60,97359
24,13,0,40,20012
22,9,1,40,26717
29,2,1,40,39032
42,15,1,40,99899
24,13,1,20,23646
41,10,1,45,163940
29,9,1,40,20450
36,9,1,40,27668
78,9,1,45,111165
43,11,0,32,117373
34,10,0,40,21327
20,10,0,40,46035
24,8,1,40,32032
36,11,1,40,26221
49,10,1,44,23949
21,5,1,40,40013
51,12,0,40,33757
30,9,1,40,44428
37,9,1,40,32810
30,11,0,40,29352
20,10,1,10,27595
46,9,1,40,43491
24,9,1,40,37487
32,13,1,42,165237
36,10,1,50,39043
30,7,0,40,48628
60,10,1,40,33338
56,10,0,40,26166
57,7,1,40,28508
61,13,0,40,42776
50,9,1,40,92958
56,9,1,48,38160
61,10,1,35,138869
45,14,1,70,150546
31,14,1,40,78601
60,9,1,50,156763
26,10,1,40,46874
56,7,0,40,35547
45,7,0,40,37778
28,12,1,65,93731
45,10,1,40,45123
58,5,1,40,36402
38,11,0,40,32089
23,13,0,40,25541
49,9,1,40,174420
19,10,0,25,39052
22,9,1,40,44362
23,9,1,50,37327
23,9,0,40,29877
40,9,1,25,37760
55,13,0,40,24599
34,11,0,40,36494
21,9,1,40,43120
28,9,0,40,25123
43,13,1,40,20914
17,5,1,20,32080
51,6,0,40,21343
37,9,1,40,180300
54,13,1,50,62673
24,13,1,30,48566
35,9,1,40,155984
48,9,0,40,46235
23,11,1,40,35215
24,9,0,45,24042
24,11,0,20,36885
50,4,1,40,45185
34,9,1,40,71062
45,9,0,40,41320
36,7,1,40,22369
33,13,1,45,187077
21,9,0,20,26251
32,9,1,40,36154
22,3,1,40,21759
53,9,1,40,102135
36,9,1,40,34178
22,13,1,40,35558
47,9,0,40,39948
25,10,0,20,26760
30,9,0,20,44239
49,9,0,40,32996
23,10,1,40,48114
40,6,1,35,44951
45,12,1,40,24996
61,13,1,42,42077
35,9,0,55,23584
20,10,0,25,33945
27,6,1,60,34987
23,9,0,40,49249
25,13,1,40,39738
65,10,0,35,41368
25,9,0,40,41147
49,13,1,50,55209
45,13,0,40,49328
46,14,0,45,43724
67,9,0,32,43087
40,9,0,40,37192
51,10,1,60,189812
44,13,1,50,157460
35,9,1,60,30448
28,10,1,40,25867
44,9,0,48,47191
37,10,1,50,57999
54,10,1,45,62442
33,15,0,40,142687
46,9,0,40,28812
45,14,1,40,21904
27,12,1,40,47940
49,14,1,50,53962
51,9,1,45,28318
27,9,1,40,49640
36,9,1,40,20491
59,13,1,40,103945
24,10,0,15,25430
66,11,0,40,33953
31,9,0,38,39169
35,16,0,60,58071
34,13,0,50,142307
50,10,1,70,65699
43,9,1,50,34816
21,5,1,30,41245
33,5,1,45,27009
48,10,0,38,20493
22,9,0,36,31314
29,14,1,40,30095
42,11,1,40,39565
28,9,1,50,42611
36,9,0,38,28008
66,9,0,25,28684
44,13,0,20,32123
45,10,0,40,46700
49,9,0,40,39361
36,13,0,45,21621
48,7,1,60,37141
19,9,1,40,36689
36,13,1,40,63929
41,14,1,45,96226
32,10,1,50,33262
49,9,1,40,124064
51,9,0,40,39996
20,10,0,29,33840
39,13,0,40,37959
38,9,1,40,76763
19,10,0,25,43648
29,13,1,40,37946
52,9,1,40,149756
22,11,1,44,28756
44,10,1,80,25169
43,9,1,40,25617
41,10,1,40,34923
63,9,1,40,34942
40,11,1,44,22806
40,13,1,30,22028
18,7,0,15,48629
57,15,1,50,137241
54,13,1,40,72632
44,13,0,40,49835
20,10,1,30,35511
40,10,0,40,48645
29,10,1,40,34340
22,13,1,40,30811
44,14,1,40,54923
45,10,1,45,34701
52,13,1,40,180684
57,9,1,40,42064
51,9,1,40,47488
23,13,1,10,46198
22,11,1,44,23809
37,10,0,40,192682
58,9,0,40,26589
61,6,1,20,37636
30,14,0,45,41478
23,10,0,40,46308
30,6,1,40,40874
18,9,1,25,38429
34,10,0,12,46569
23,9,1,40,37436
23,10,0,10,33284
57,13,1,55,56367
58,9,1,45,175966
59,9,1,40,126243
27,13,1,40,44842
50,13,1,45,151308
44,14,0,16,32489
25,13,0,40,27092
33,9,0,30,26734
22,10,1,35,47577
21,10,1,30,23168
44,7,0,36,150887
50,10,1,50,167153
44,9,1,45,28625
53,9,1,40,110383
41,13,1,50,188223
54,10,0,40,36613
60,4,1,40,24793
58,14,1,20,21521
27,10,1,40,38635
43,9,0,60,21854
33,12,1,40,30809
24,10,1,65,44873
41,9,1,40,45159
21,9,1,40,34863
39,10,1,40,46419
27,13,0,40,25788
50,9,1,40,26368
20,9,1,40,37322
46,13,1,40,195940
49,7,1,40,46787
35,13,0,35,191629
56,10,1,45,105252
41,14,1,40,35668
41,10,1,50,35670
42,9,1,40,49795
58,4,1,40,38627
43,10,1,40,30229
25,9,0,40,36112
57,9,0,42,34765
49,4,0,40,35125
23,10,1,40,26334
59,9,1,40,45859
50,10,1,70,99912
33,13,0,45,21958
52,14,1,45,39528
37,9,1,40,161158
30,9,0,40,32451
39,9,1,60,23134
54,10,1,42,37718
52,9,1,45,192421
22,9,1,56,44354
19,10,1,25,28154
65,9,1,10,82606
32,13,1,40,33700
25,4,1,40,30906
34,10,1,40,23269
47,11,0,55,38066
24,9,1,98,29027
63,16,0,60,69276
48,3,0,35,45942
26,9,0,50,45155
28,10,1,40,32844
23,9,1,12,23680
57,15,1,50,119442
64,13,1,40,23705
28,13,1,50,117658
28,4,1,40,46161
34,10,1,40,29832
38,7,1,45,179734
44,12,1,60,96528
34,11,0,20,35314
18,9,1,25,29774
36,8,1,40,21586
73,9,1,40,30574
24,9,1,40,44604
29,13,1,40,151337
33,10,1,40,43104
57,9,0,35,34918
41,11,0,40,41319
55,6,0,35,47974
21,6,1,40,41432
36,14,1,45,188438
26,10,1,50,31025
32,13,0,20,124607
40,10,0,40,43951
32,9,1,40,34968
21,10,0,40,41820
59,10,1,40,46023
29,9,0,40,44958
29,10,1,48,35047
59,14,1,80,120664
58,9,1,40,70431
47,9,1,45,26412
44,9,0,45,31445
31,9,1,40,24057
42,9,1,35,46524
19,9,1,25,42167
66,9,1,50,35402
41,9,1,45,33157
22,10,0,30,49101
31,9,0,30,28417
30,13,1,40,22619
36,9,0,16,41310
75,16,1,40,21132
41,12,0,36,32097
19,10,1,20,38596
60,9,1,40,45677
24,7,1,40,21420
25,7,1,40,48002
52,10,0,50,46485
30,13,0,45,37033
37,9,1,40,50910
55,16,0,30,27198
20,10,0,24,29114
32,4,0,15,47159
18,9,1,35,24509
24,10,1,40,30952
33,10,1,45,21866
76,10,0,40,35258
57,14,1,14,135329
53,14,0,38,36403
19,9,0,40,44498
50,15,1,40,95208
27,13,1,50,44768
40,11,0,60,37401
26,6,1,40,26460
47,9,1,55,38887
39,11,1,50,37316
49,10,1,40,27820
28,10,1,7,20768
33,10,0,30,49039
50,13,1,40,50736
28,7,1,50,43384
30,9,1,40,35121
47,14,1,50,152671
39,13,1,40,144741
37,9,1,50,45948
50,9,1,80,30944
37,6,1,40,42480
26,9,1,40,183780
55,11,1,40,198959
46,13,1,40,51347
32,9,1,60,36690
26,13,1,45,71615
32,9,1,40,128020
43,10,0,40,26771
19,9,0,40,42933
38,9,0,75,47930
38,3,1,40,28499
65,11,0,40,29674
70,10,1,40,56407
48,9,0,25,37455
44,13,0,7,29100
32,10,1,50,26334
30,9,0,40,29039
49,12,1,60,163257
23,9,0,40,46312
25,10,1,16,48430
19,10,0,15,27961
27,11,1,40,33739
43,9,1,60,48066
38,9,1,50,39317
42,14,1,60,44856
33,13,1,38,49580
30,13,1,40,128500
29,13,1,40,41808
30,7,1,40,45118
26,9,1,40,33872
43,13,1,40,71745
30,9,0,45,29672
38,10,1,40,171052
48,14,1,40,58140
57,13,1,55,178390
30,9,0,30,33720
42,14,1,45,58931
31,9,1,70,35055
32,10,1,40,49391
28,13,1,40,46015
63,9,1,40,30668
32,9,1,40,43399
20,10,1,12,43098
51,14,0,30,139200
36,13,1,20,46467
24,10,1,40,46533
41,11,0,44,31597
21,9,1,40,29600
27,10,1,45,33747
17,5,1,35,23486
45,2,0,40,39932
39,9,0,35,23023
21,10,0,4,42839
29,13,1,45,94370
39,14,1,45,64468
42,9,1,40,39000
22,3,1,40,47379
21,10,0,40,25644
59,9,0,40,22205
40,14,1,65,138858
45,10,0,40,38166
35,9,1,50,27632
58,9,1,20,47882
45,10,1,40,143862
29,9,1,45,34978
21,7,1,45,24789
51,9,1,40,34217
34,10,0,40,47700
40,13,0,35,27440
45,7,0,16,25929
38,6,1,40,107449
22,13,0,40,46983
37,5,1,40,27214
62,6,0,40,36473
32,13,0,60,30292
36,13,0,4,185666
43,9,1,40,27546
37,9,1,40,22456
33,13,0,40,29799
28,9,1,55,46677
49,10,0,28,39752
47,9,0,7,108786
59,9,0,40,24957
35,9,1,40,32688
35,13,1,40,41127
29,13,1,40,45518
57,12,0,40,28423
41,13,1,60,198988
37,14,1,45,64175
20,10,1,40,22734
44,9,1,60,40190
20,9,0,30,37369
38,13,0,28,57906
23,9,1,40,20627
24,9,0,36,41194
46,13,1,40,109787
32,9,1,40,34789
21,9,1,40,27903
32,10,1,40,38161
41,10,1,45,23899
51,9,1,40,41005
69,4,1,10,47729
39,9,1,50,145054
43,10,1,40,30113
51,13,1,40,196011
43,9,1,40,27864
35,7,0,84,22579
32,9,1,40,40795
25,13,0,21,38332
64,10,0,40,36692
28,13,0,40,48653
44,2,1,40,32206
40,13,1,40,58361
21,10,1,40,33040
23,9,1,40,24642
23,10,0,20,27682
19,9,1,40,21857
61,10,1,25,31671
47,4,1,40,40344
39,6,1,45,44053
51,9,0,40,94585
25,6,1,40,40240
33,9,1,45,33482
34,10,0,38,24759
54,10,1,50,29253
24,13,0,40,27468
28,9,1,50,27166
33,10,1,44,31397
63,9,1,14,33449
31,9,1,60,192499
70,9,1,16,33113
43,9,0,40,35167
36,10,0,12,79065
50,7,1,40,25266
21,10,0,30,49511
31,10,0,40,21159
19,10,0,30,22360
39,10,0,35,25852
29,4,0,40,48624
39,10,1,40,49646
17,4,1,40,30454
46,10,0,40,25128
62,9,1,40,21371
32,6,0,23,45560
28,9,0,40,35875
19,10,0,40,47334
61,16,1,40,23006
18,10,1,25,42100
39,15,1,50,164368
24,13,1,45,33819
38,10,1,41,34603
38,14,1,40,114621
17,6,1,20,34835
28,9,1,40,26311
52,9,1,8,20047
61,15,1,20,54309
69,3,1,40,38270
19,9,0,25,38665
26,10,1,40,69552
34,10,1,40,187531
70,5,0,40,45563
21,9,0,25,23722
43,9,1,44,23104
52,9,1,40,26739
59,9,1,40,115326
21,11,0,40,33067
53,14,1,40,174575
55,10,1,40,91863
46,14,1,60,125246
36,9,0,37,27338
39,9,1,48,39622
78,13,1,3,48085
30,9,0,30,35235
22,10,0,16,39850
43,13,1,40,135279
36,9,1,56,28445
36,13,1,40,162554
50,9,0,40,31144
27,13,0,35,31039
46,9,1,40,100649
24,13,1,20,35392
41,9,1,40,30492
68,9,1,24,35760
38,10,1,40,38808
47,9,1,40,112318
41,10,1,20,31532
31,16,0,48,49423
29,10,1,42,23772
26,9,0,40,47273
51,10,0,36,28039
26,13,1,60,47882
27,13,0,60,45947
36,9,1,50,48680
28,13,0,40,33659
53,13,0,40,35245
40,13,1,40,44527
38,9,0,20,43804
21,4,1,40,21437
53,6,1,34,27679
34,9,1,40,47132
43,9,1,60,41021
64,6,1,40,20297
21,10,0,40,35921
25,13,1,13,44429
38,15,0,57,56217
47,14,1,50,98504
48,16,1,40,105552
57,9,1,50,23141
37,13,0,35,35900
37,7,1,40,24739
51,9,1,55,61556
32,12,0,40,25977
49,9,1,40,42524
52,9,1,14,36956
64,12,1,45,119179
46,9,0,45,31324
24,10,1,40,24032
39,13,1,45,103166
23,9,0,40,41256
30,10,1,44,36819
34,14,0,60,179814
30,10,1,40,26278
25,13,0,40,25507
58,13,1,40,39189
32,10,1,50,28500
37,9,0,25,28140
35,9,0,40,21577
18,3,1,30,33057
46,13,0,40,46346
71,13,1,45,121115
44,6,0,40,21104
45,6,0,40,30160
40,8,1,40,130995
38,13,1,50,86174
52,9,0,40,37647
47,9,1,40,43536
49,13,0,35,35857
59,9,1,40,39548
22,11,0,37,35590
44,10,1,40,194091
76,13,0,20,30984
50,6,1,40,26318
33,10,1,40,26029
43,9,1,48,158969
27,9,0,40,122398
37,9,1,40,45504
40,7,1,55,33914
49,10,0,40,23677
48,10,1,45,29206
49,9,0,40,49351
22,10,1,40,40712
42,9,0,40,34464
36,10,0,40,43717
57,10,1,50,33655
30,9,0,40,47645
40,9,1,40,40948
42,9,1,45,34960
56,9,1,40,152949
55,10,0,40,25339
25,9,1,40,28131
52,9,1,40,45051
33,10,0,35,21314
55,9,1,40,36307
47,13,1,60,111854
23,12,0,65,40228
55,13,0,50,48257
43,9,0,50,21291
31,11,1,50,36285
62,12,0,40,42449
42,9,1,8,38145
38,9,1,40,110431
29,9,1,42,41974
26,10,1,60,49146
26,9,0,52,104946
37,9,1,72,47159
79,8,1,45,113084
61,4,1,48,33122
28,4,0,99,33282
60,13,1,60,95318
51,9,1,81,29926
34,9,1,43,96097
35,9,1,40,36305
27,6,1,60,26832
44,9,0,40,37999
25,9,0,20,45325
32,4,0,40,27153
36,10,1,20,171785
27,14,1,30,38464
40,16,1,60,63649
43,10,1,40,187491
25,13,1,40,37681
41,9,1,50,27267
30,13,1,45,150343
26,13,1,45,180412
52,7,1,40,32740
32,13,0,45,36844
33,9,1,40,30419
35,9,1,55,25949
48,9,0,44,22011
62,4,1,5,28217
40,12,0,2,24173
41,10,0,20,40938
28,3,0,40,38235
23,10,0,30,22387
50,13,1,40,70400
51,10,0,35,33982
63,10,1,48,28522
63,9,0,40,32807
40,9,1,60,110011
20,7,0,40,29156
61,10,1,30,185570
40,9,1,40,22405
41,13,0,15,74583
41,13,1,40,47228
27,13,0,24,57504
20,10,0,15,25137
28,13,1,40,117478
35,9,1,40,21677
31,13,1,40,24122
34,13,1,50,75147
57,14,1,50,174626
28,9,0,40,44293
38,10,1,40,79869
37,11,1,40,32315
43,10,0,40,20034
26,9,1,40,30007
26,10,1,65,29974
27,11,1,50,32328
33,13,1,45,23478
45,13,0,40,32525
65,13,1,20,28607
57,10,1,45,83187
59,9,0,38,31814
18,10,1,26,23125
44,8,1,40,38328
37,10,1,40,40624
27,9,1,40,36193
43,13,0,45,179767
59,15,1,40,104764
19,9,1,40,23850
36,9,1,90,40650
68,10,1,40,144242
63,7,0,30,45625
37,10,1,57,38649
46,14,0,60,25401
31,12,0,35,30616
23,9,1,40,39426
22,10,1,30,42305
49,9,1,44,27380
36,9,0,40,32444
38,10,1,50,39368
46,14,1,45,58005
24,12,0,40,21006
26,13,0,40,21748
47,4,0,40,35843
40,10,1,40,158463
31,14,0,50,31598
42,3,1,35,25415
48,11,1,70,135030
56,10,0,38,20644
50,9,1,40,156588
17,6,1,20,25042
21,9,1,25,33847
50,9,0,40,38076
49,9,0,32,45932
34,9,0,15,43247
32,9,1,60,162871
28,10,1,40,167217
62,13,1,50,86396
23,13,1,15,34381
24,14,0,40,42887
31,11,0,40,29013
36,9,1,40,28666
58,12,0,35,47779
46,3,0,40,20551
39,14,1,40,179545
48,9,0,18,36631
21,9,1,42,44110
39,9,1,40,41476
21,10,0,35,44779
33,11,1,40,61739
37,9,1,50,164619
29,9,0,40,49923
30,13,0,40,193315
43,9,0,40,39945
22,9,1,40,28986
25,14,0,40,157804
69,10,1,40,48472
17,7,0,25,46308
18,7,1,12,24089
54,9,0,40,25741
65,9,1,45,26352
28,8,1,40,44801
27,11,0,38,37566
35,12,1,45,130268
38,11,0,40,109211
33,9,1,40,47347
26,9,1,40,46425
56,10,0,60,180924
38,13,1,70,104048
51,10,0,60,27765
26,10,0,50,39558
33,13,1,55,113079
44,4,1,50,22618
36,5,0,40,32502
42,10,1,40,41928
44,12,1,40,30102
44,13,1,55,188410
21,10,0,20,39135
41,10,1,50,164673
41,16,1,50,177033
62,11,1,50,190869
27,7,1,45,42845
38,13,1,40,107207
60,10,0,30,38135
24,8,1,40,45934
24,9,1,40,29523
22,9,1,40,45795
32,10,0,40,26743
22,2,1,24,36312
51,13,1,40,41063
31,14,1,48,134473
42,15,1,55,85178
48,12,0,40,115510
49,9,1,43,174258
37,13,0,42,23423
37,15,1,45,143540
66,13,1,40,110534
18,9,0,24,36520
46,11,0,40,48800
52,9,1,40,96225
23,9,1,40,40284
67,9,1,38,113139
19,10,0,25,26695
37,13,0,45,25950
42,9,1,60,152576
39,10,1,40,20224
54,9,1,40,135365
46,9,1,40,20080
47,9,0,32,25492
33,9,0,40,25386
69,10,0,14,46674
21,10,1,40,25720
27,9,1,48,42021
39,9,1,40,140533
23,10,1,40,43504
26,11,0,36,39531
42,16,0,40,26868
36,9,1,40,24815
24,9,1,40,46404
35,5,1,40,47893
42,9,0,40,49167
37,11,1,44,97527
41,16,1,50,57203
27,11,0,40,48610
42,15,1,50,184050
44,13,0,16,65160
18,9,0,16,42283
41,13,1,40,65055
31,9,1,40,41558
26,10,1,40,31472
67,2,0,34,26384
37,10,1,60,147071
51,9,1,40,39778
26,10,1,40,28591
40,12,1,40,162827
25,9,1,40,41989
38,11,1,40,74345
43,9,1,40,40886
23,10,0,40,41265
44,13,1,50,70577
60,14,0,25,39284
38,14,0,55,24530
21,10,1,20,36918
18,10,0,25,27009
49,13,0,60,77673
43,3,0,40,38494
26,7,0,65,35968
36,9,1,25,164011
31,9,0,35,197426
38,9,0,40,29337
43,10,1,84,36989
58,9,0,35,31225
55,9,0,29,29071
39,12,0,35,36637
38,13,0,35,20533
54,9,1,35,26658
57,15,1,40,25224
35,12,1,52,49389
